date,entry_time,exit_time,direction,entry_price,exit_price,qty,r_pts,pnl_pts,pnl_R,pnl_usd,pnl_pct,duration_min,exit_reason,meta
2025-03-20,09:35,10:00,LONG,5655.0000,5676.7500,1.00,21.7500,21.7500,1.0000,1087.50,0.000000,25.00,target,strategy=b1b2;target_mult=1.;abr_prev=9.1875;b1_range=21.25;b2_follow=good
2025-04-16,09:36,09:48,LONG,5383.2500,5365.2500,1.00,18.0000,-18.0000,-1.0000,-900.00,0.000000,12.00,stop,strategy=b1b2;target_mult=1.;abr_prev=7.75;b1_range=17.5;b2_follow=good
2025-05-01,09:35,09:51,SHORT,5632.2500,5651.2500,1.00,19.0000,-19.0000,-1.0000,-950.00,0.000000,16.00,stop,strategy=b1b2;target_mult=1.;abr_prev=20.96875;b1_range=18.5;b2_follow=poor
2025-05-06,09:35,09:51,LONG,5629.7500,5612.2500,1.00,17.5000,-17.5000,-1.0000,-875.00,0.000000,16.00,stop,strategy=b1b2;target_mult=1.;abr_prev=7.3125;b1_range=17.;b2_follow=good
2025-05-14,09:35,09:44,LONG,5923.2500,5912.7500,1.00,10.5000,-10.5000,-1.0000,-525.00,0.000000,9.00,stop,strategy=b1b2;target_mult=1.;abr_prev=6.5625;b1_range=10.;b2_follow=poor
2025-06-02,09:38,09:51,LONG,5916.0000,5896.7500,1.00,19.2500,-19.2500,-1.0000,-962.50,0.000000,13.00,stop,strategy=b1b2;target_mult=1.;abr_prev=11.875;b1_range=18.75;b2_follow=good
2025-06-04,09:36,10:00,LONG,5996.0000,5987.2500,1.00,8.7500,-8.7500,-1.0000,-437.50,0.000000,24.00,stop,strategy=b1b2;target_mult=1.;abr_prev=5.4375;b1_range=8.25;b2_follow=good
2025-06-16,09:37,09:53,LONG,6026.0000,6038.7500,1.00,12.7500,12.7500,1.0000,637.50,0.000000,16.00,target,strategy=b1b2;target_mult=1.;abr_prev=9.875;b1_range=12.25;b2_follow=poor
2025-06-30,09:35,13:57,SHORT,6238.2500,6227.5000,1.00,10.7500,10.7500,1.0000,537.50,0.000000,262.00,target,strategy=b1b2;target_mult=1.;abr_prev=6.03125;b1_range=10.25;b2_follow=poor
2025-07-08,09:35,09:45,SHORT,6273.0000,6281.5000,1.00,8.5000,-8.5000,-1.0000,-425.00,0.000000,10.00,stop,strategy=b1b2;target_mult=1.;abr_prev=4.875;b1_range=8.;b2_follow=poor
2025-07-09,09:35,09:50,LONG,6304.0000,6314.5000,1.00,10.5000,10.5000,1.0000,525.00,0.000000,15.00,target,strategy=b1b2;target_mult=1.;abr_prev=4.15625;b1_range=10.;b2_follow=good
2025-07-18,09:36,10:00,SHORT,6345.5000,6352.5000,1.00,7.0000,-7.0000,-1.0000,-350.00,0.000000,24.00,stop,strategy=b1b2;target_mult=1.;abr_prev=4.25;b1_range=6.5;b2_follow=good
2025-07-21,09:36,09:45,LONG,6350.5000,6356.7500,1.00,6.2500,6.2500,1.0000,312.50,0.000000,9.00,target,strategy=b1b2;target_mult=1.;abr_prev=2.5625;b1_range=5.75;b2_follow=good
2025-08-15,09:35,09:49,SHORT,6488.0000,6477.7500,1.00,10.2500,10.2500,1.0000,512.50,0.000000,14.00,target,strategy=b1b2;target_mult=1.;abr_prev=4.90625;b1_range=9.75;b2_follow=poor
2025-08-27,09:35,11:48,LONG,6480.0000,6495.0000,1.00,7.5000,15.0000,2.0000,750.00,0.000000,133.00,target,strategy=b1b2;target_mult=2.;abr_prev=5.125;b1_range=7.;b2_follow=good
2025-09-04,09:35,10:04,LONG,6471.0000,6463.0000,1.00,8.0000,-8.0000,-1.0000,-400.00,0.000000,29.00,stop,strategy=b1b2;target_mult=1.;abr_prev=4.6875;b1_range=7.5;b2_follow=poor
2025-09-30,09:35,09:45,SHORT,6701.0000,6709.7500,1.00,8.7500,-8.7500,-1.0000,-437.50,0.000000,10.00,stop,strategy=b1b2;target_mult=1.;abr_prev=4.03125;b1_range=8.25;b2_follow=good
2025-10-06,09:35,09:43,SHORT,6781.7500,6774.5000,1.00,7.2500,7.2500,1.0000,362.50,0.000000,8.00,target,strategy=b1b2;target_mult=1.;abr_prev=4.40625;b1_range=6.75;b2_follow=good
2025-10-08,09:35,09:48,SHORT,6769.0000,6775.2500,1.00,6.2500,-6.2500,-1.0000,-312.50,0.000000,13.00,stop,strategy=b1b2;target_mult=1.;abr_prev=3.875;b1_range=5.75;b2_follow=poor
2025-10-28,09:35,09:48,SHORT,6921.5000,6909.5000,1.00,6.0000,12.0000,2.0000,600.00,0.000000,13.00,target,strategy=b1b2;target_mult=2.;abr_prev=4.34375;b1_range=5.5;b2_follow=good
2025-10-30,09:35,09:46,SHORT,6884.2500,6884.2500,1.00,9.5000,0.0000,0.0000,0.00,0.000000,11.00,stop,strategy=b1b2;target_mult=2.;abr_prev=16.46875;b1_range=9.;b2_follow=good
2025-10-31,09:40,09:52,SHORT,6891.0000,6891.0000,1.00,11.7500,0.0000,0.0000,0.00,0.000000,12.00,stop,strategy=b1b2;target_mult=1.;abr_prev=9.15625;b1_range=11.25;b2_follow=poor
2025-11-03,09:35,09:41,SHORT,6896.7500,6883.7500,1.00,13.0000,13.0000,1.0000,650.00,0.000000,6.00,target,strategy=b1b2;target_mult=1.;abr_prev=7.71875;b1_range=12.5;b2_follow=good
2025-11-07,09:35,09:40,SHORT,6705.7500,6687.5000,1.00,18.2500,18.2500,1.0000,912.50,0.000000,5.00,target,strategy=b1b2;target_mult=1.;abr_prev=7.96875;b1_range=17.75;b2_follow=good
2025-11-13,09:35,09:38,SHORT,6839.5000,6829.5000,1.00,10.0000,10.0000,1.0000,500.00,0.000000,3.00,target,strategy=b1b2;target_mult=1.;abr_prev=5.53125;b1_range=9.5;b2_follow=good
2025-11-17,09:35,09:51,LONG,6749.0000,6771.7500,1.00,22.7500,22.7500,1.0000,1137.50,0.000000,16.00,target,strategy=b1b2;target_mult=1.;abr_prev=9.0625;b1_range=22.25;b2_follow=good
