date,entry_time,exit_time,direction,entry_price,exit_price,qty,r_pts,pnl_pts,pnl_R,pnl_usd,pnl_pct,duration_min,exit_reason,meta
2022-05-27,09:36,09:48,LONG,4093.5000,4107.7500,1.00,14.2500,14.2500,1.0000,712.50,0.000000,12.00,target,strategy=b1b2;target_mult=1.;abr_prev=7.3125;b1_range=13.75;b2_follow=good
2022-06-07,09:35,10:28,LONG,4095.2500,4113.0000,1.00,17.7500,17.7500,1.0000,887.50,0.000000,53.00,target,strategy=b1b2;target_mult=1.;abr_prev=7.15625;b1_range=17.25;b2_follow=poor
2022-06-24,09:35,09:50,LONG,3844.7500,3858.7500,1.00,14.0000,14.0000,1.0000,700.00,0.000000,15.00,target,strategy=b1b2;target_mult=1.;abr_prev=6.90625;b1_range=13.5;b2_follow=poor
2022-07-07,09:35,11:05,LONG,3880.7500,3895.2500,1.00,14.5000,14.5000,1.0000,725.00,0.000000,90.00,target,strategy=b1b2;target_mult=1.;abr_prev=7.46875;b1_range=14.;b2_follow=good
2022-07-25,09:35,09:56,SHORT,3962.2500,3973.5000,1.00,11.2500,-11.2500,-1.0000,-562.50,0.000000,21.00,stop,strategy=b1b2;target_mult=1.;abr_prev=5.75;b1_range=10.75;b2_follow=good
2022-07-26,09:35,11:00,SHORT,3944.0000,3944.0000,1.00,11.2500,0.0000,0.0000,0.00,0.000000,85.00,stop,strategy=b1b2;target_mult=1.;abr_prev=5.28125;b1_range=10.75;b2_follow=poor
2022-08-11,09:35,09:43,SHORT,4233.5000,4242.5000,1.00,9.0000,-9.0000,-1.0000,-450.00,0.000000,8.00,stop,strategy=b1b2;target_mult=1.;abr_prev=3.9375;b1_range=8.5;b2_follow=poor
2022-08-15,09:39,09:53,LONG,4266.0000,4274.5000,1.00,8.5000,8.5000,1.0000,425.00,0.000000,14.00,target,strategy=b1b2;target_mult=1.;abr_prev=3.46875;b1_range=8.;b2_follow=good
2022-08-23,09:35,09:43,LONG,4145.2500,4135.0000,1.00,10.2500,-10.2500,-1.0000,-512.50,0.000000,8.00,stop,strategy=b1b2;target_mult=1.;abr_prev=5.5;b1_range=9.75;b2_follow=poor
2022-08-31,09:35,09:44,SHORT,3990.2500,4005.0000,1.00,14.7500,-14.7500,-1.0000,-737.50,0.000000,9.00,stop,strategy=b1b2;target_mult=1.;abr_prev=7.65625;b1_range=14.25;b2_follow=poor
2022-09-01,09:35,09:40,SHORT,3924.2500,3937.5000,1.00,13.2500,-13.2500,-1.0000,-662.50,0.000000,5.00,stop,strategy=b1b2;target_mult=1.;abr_prev=8.09375;b1_range=12.75;b2_follow=poor
2022-09-09,09:35,09:45,LONG,4039.2500,4028.7500,1.00,10.5000,-10.5000,-1.0000,-525.00,0.000000,10.00,stop,strategy=b1b2;target_mult=1.;abr_prev=6.15625;b1_range=10.;b2_follow=poor
2022-09-26,09:35,10:16,LONG,3707.7500,3727.2500,1.00,19.5000,19.5000,1.0000,975.00,0.000000,41.00,target,strategy=b1b2;target_mult=1.;abr_prev=9.5;b1_range=19.;b2_follow=good
2022-09-27,09:35,10:00,LONG,3720.5000,3703.5000,1.00,17.0000,-17.0000,-1.0000,-850.00,0.000000,25.00,stop,strategy=b1b2;target_mult=2.;abr_prev=12.53125;b1_range=16.5;b2_follow=good
2022-09-29,09:35,09:41,SHORT,3683.7500,3669.7500,1.00,14.0000,14.0000,1.0000,700.00,0.000000,6.00,target,strategy=b1b2;target_mult=1.;abr_prev=6.59375;b1_range=13.5;b2_follow=good
2022-10-19,09:35,09:42,LONG,3729.0000,3708.2500,1.00,20.7500,-20.7500,-1.0000,-1037.50,0.000000,7.00,stop,strategy=b1b2;target_mult=1.;abr_prev=9.53125;b1_range=20.25;b2_follow=poor
2022-10-26,09:37,10:27,LONG,3850.7500,3867.5000,1.00,16.7500,16.7500,1.0000,837.50,0.000000,50.00,target,strategy=b1b2;target_mult=1.;abr_prev=7.34375;b1_range=16.25;b2_follow=good
2022-10-28,09:39,10:43,LONG,3842.5000,3868.7500,1.00,26.2500,26.2500,1.0000,1312.50,0.000000,64.00,target,strategy=b1b2;target_mult=1.;abr_prev=13.09375;b1_range=25.75;b2_follow=good
2022-10-31,09:37,09:47,LONG,3890.2500,3881.0000,1.00,9.2500,-9.2500,-1.0000,-462.50,0.000000,10.00,stop,strategy=b1b2;target_mult=1.;abr_prev=4.5625;b1_range=8.75;b2_follow=good
2022-11-09,09:37,09:45,SHORT,3801.5000,3814.0000,1.00,12.5000,-12.5000,-1.0000,-625.00,0.000000,8.00,stop,strategy=b1b2;target_mult=1.;abr_prev=6.9375;b1_range=12.;b2_follow=good
2022-11-11,09:36,09:45,SHORT,3961.5000,3961.5000,1.00,12.7500,0.0000,0.0000,0.00,0.000000,9.00,stop,strategy=b1b2;target_mult=1.;abr_prev=6.1875;b1_range=12.25;b2_follow=good
2022-11-18,09:36,10:03,SHORT,3976.5000,3961.0000,1.00,15.5000,15.5000,1.0000,775.00,0.000000,27.00,target,strategy=b1b2;target_mult=1.;abr_prev=6.125;b1_range=15.;b2_follow=good
2022-12-05,09:35,09:46,LONG,4051.0000,4044.0000,1.00,7.0000,-7.0000,-1.0000,-350.00,0.000000,11.00,stop,strategy=b1b2;target_mult=2.;abr_prev=4.9375;b1_range=6.5;b2_follow=good
2022-12-19,09:46,10:14,SHORT,3871.7500,3871.7500,1.00,12.0000,0.0000,0.0000,0.00,0.000000,28.00,stop,strategy=b1b2;target_mult=1.;abr_prev=6.65625;b1_range=11.5;b2_follow=poor
2022-12-21,09:35,09:39,SHORT,3870.7500,3879.2500,1.00,8.5000,-8.5000,-1.0000,-425.00,0.000000,4.00,stop,strategy=b1b2;target_mult=1.;abr_prev=4.53125;b1_range=8.;b2_follow=poor
2023-02-03,09:36,10:00,LONG,4151.5000,4151.5000,1.00,12.5000,0.0000,0.0000,0.00,0.000000,24.00,stop,strategy=b1b2;target_mult=2.;abr_prev=11.71875;b1_range=12.;b2_follow=good
2023-02-10,09:35,09:40,LONG,4087.0000,4078.0000,1.00,9.0000,-9.0000,-1.0000,-450.00,0.000000,5.00,stop,strategy=b1b2;target_mult=1.;abr_prev=7.71875;b1_range=8.5;b2_follow=poor
2023-02-17,09:35,09:40,LONG,4082.2500,4071.5000,1.00,10.7500,-10.7500,-1.0000,-537.50,0.000000,5.00,stop,strategy=b1b2;target_mult=1.;abr_prev=6.6875;b1_range=10.25;b2_follow=poor
2023-02-23,09:36,09:47,SHORT,4023.7500,4030.2500,1.00,6.5000,-6.5000,-1.0000,-325.00,0.000000,11.00,stop,strategy=b1b2;target_mult=2.;abr_prev=6.1875;b1_range=6.;b2_follow=good
2023-03-03,09:36,09:45,SHORT,3999.2500,4006.5000,1.00,7.2500,-7.2500,-1.0000,-362.50,0.000000,9.00,stop,strategy=b1b2;target_mult=2.;abr_prev=4.71875;b1_range=6.75;b2_follow=good
2023-03-09,09:35,09:49,LONG,4008.0000,4017.7500,1.00,9.7500,9.7500,1.0000,487.50,0.000000,14.00,target,strategy=b1b2;target_mult=1.;abr_prev=4.03125;b1_range=9.25;b2_follow=good
2023-03-27,09:35,09:36,LONG,4029.7500,4024.0000,1.00,5.7500,-5.7500,-1.0000,-287.50,0.000000,1.00,stop,strategy=b1b2;target_mult=2.;abr_prev=5.71875;b1_range=5.25;b2_follow=poor
2023-04-03,09:35,09:48,LONG,4139.0000,4146.5000,1.00,7.5000,7.5000,1.0000,375.00,0.000000,13.00,target,strategy=b1b2;target_mult=1.;abr_prev=4.34375;b1_range=7.;b2_follow=good
2023-04-14,09:35,09:37,LONG,4170.7500,4175.7500,1.00,5.0000,5.0000,1.0000,250.00,0.000000,2.00,target,strategy=b1b2;target_mult=1.;abr_prev=2.875;b1_range=4.5;b2_follow=good
2023-04-17,09:35,09:45,LONG,4163.7500,4163.7500,1.00,4.5000,0.0000,0.0000,0.00,0.000000,10.00,stop,strategy=b1b2;target_mult=2.;abr_prev=3.53125;b1_range=4.;b2_follow=good
2023-04-25,09:38,09:46,LONG,4143.0000,4137.5000,1.00,5.5000,-5.5000,-1.0000,-275.00,0.000000,8.00,stop,strategy=b1b2;target_mult=1.;abr_prev=3.15625;b1_range=5.;b2_follow=poor
2023-04-28,09:35,10:09,LONG,4151.7500,4168.2500,1.00,8.2500,16.5000,2.0000,825.00,0.000000,34.00,target,strategy=b1b2;target_mult=2.;abr_prev=5.78125;b1_range=7.75;b2_follow=good
2023-05-01,09:35,10:00,LONG,4188.5000,4188.5000,1.00,4.7500,0.0000,0.0000,0.00,0.000000,25.00,stop,strategy=b1b2;target_mult=2.;abr_prev=4.40625;b1_range=4.25;b2_follow=good
2023-05-17,09:39,09:50,SHORT,4140.0000,4131.0000,1.00,4.5000,9.0000,2.0000,450.00,0.000000,11.00,target,strategy=b1b2;target_mult=2.;abr_prev=3.84375;b1_range=4.;b2_follow=good
2023-06-06,09:36,09:49,SHORT,4269.0000,4276.0000,1.00,7.0000,-7.0000,-1.0000,-350.00,0.000000,13.00,stop,strategy=b1b2;target_mult=1.;abr_prev=3.;b1_range=6.5;b2_follow=poor
2023-06-13,09:35,09:42,LONG,4363.0000,4371.0000,1.00,8.0000,8.0000,1.0000,400.00,0.000000,7.00,target,strategy=b1b2;target_mult=1.;abr_prev=4.125;b1_range=7.5;b2_follow=good
2023-06-21,09:38,10:02,SHORT,4414.7500,4406.5000,1.00,8.2500,8.2500,1.0000,412.50,0.000000,24.00,target,strategy=b1b2;target_mult=1.;abr_prev=3.84375;b1_range=7.75;b2_follow=good
2023-06-26,09:35,10:32,LONG,4390.7500,4390.7500,1.00,8.5000,0.0000,0.0000,0.00,0.000000,57.00,stop,strategy=b1b2;target_mult=2.;abr_prev=5.375;b1_range=8.;b2_follow=good
2023-06-27,09:35,10:08,LONG,4384.0000,4377.5000,1.00,6.5000,-6.5000,-1.0000,-325.00,0.000000,33.00,stop,strategy=b1b2;target_mult=2.;abr_prev=4.1875;b1_range=6.;b2_follow=good
2023-07-10,09:37,11:03,LONG,4441.7500,4428.5000,1.00,13.2500,-13.2500,-1.0000,-662.50,0.000000,86.00,stop,strategy=b1b2;target_mult=1.;abr_prev=5.625;b1_range=12.75;b2_follow=poor
2023-07-11,09:35,09:41,LONG,4456.5000,4450.7500,1.00,5.7500,-5.7500,-1.0000,-287.50,0.000000,6.00,stop,strategy=b1b2;target_mult=1.;abr_prev=3.21875;b1_range=5.25;b2_follow=good
2023-07-20,09:38,10:08,LONG,4593.2500,4583.0000,1.00,10.2500,-10.2500,-1.0000,-512.50,0.000000,30.00,stop,strategy=b1b2;target_mult=1.;abr_prev=4.09375;b1_range=9.75;b2_follow=good
2023-07-25,09:35,11:37,LONG,4584.2500,4594.2500,1.00,5.0000,10.0000,2.0000,500.00,0.000000,122.00,target,strategy=b1b2;target_mult=2.;abr_prev=3.03125;b1_range=4.5;b2_follow=good
2023-08-01,09:35,10:06,LONG,4603.7500,4603.7500,1.00,6.7500,0.0000,0.0000,0.00,0.000000,31.00,stop,strategy=b1b2;target_mult=2.;abr_prev=4.65625;b1_range=6.25;b2_follow=good
2023-08-04,09:35,09:56,LONG,4547.7500,4534.7500,1.00,13.0000,-13.0000,-1.0000,-650.00,0.000000,21.00,stop,strategy=b1b2;target_mult=1.;abr_prev=6.84375;b1_range=12.5;b2_follow=good
2023-08-07,09:37,09:43,LONG,4526.2500,4517.5000,1.00,8.7500,-8.7500,-1.0000,-437.50,0.000000,6.00,stop,strategy=b1b2;target_mult=1.;abr_prev=4.4375;b1_range=8.25;b2_follow=poor
2023-08-21,09:35,10:12,LONG,4400.7500,4400.7500,1.00,8.2500,0.0000,0.0000,0.00,0.000000,37.00,stop,strategy=b1b2;target_mult=2.;abr_prev=6.0625;b1_range=7.75;b2_follow=good
2023-08-28,09:35,09:52,LONG,4445.2500,4434.5000,1.00,10.7500,-10.7500,-1.0000,-537.50,0.000000,17.00,stop,strategy=b1b2;target_mult=1.;abr_prev=5.;b1_range=10.25;b2_follow=poor
2023-09-06,09:35,10:06,SHORT,4484.5000,4474.5000,1.00,10.0000,10.0000,1.0000,500.00,0.000000,31.00,target,strategy=b1b2;target_mult=1.;abr_prev=3.84375;b1_range=9.5;b2_follow=good
2023-10-02,09:35,09:52,LONG,4323.0000,4313.2500,1.00,9.7500,-9.7500,-1.0000,-487.50,0.000000,17.00,stop,strategy=b1b2;target_mult=2.;abr_prev=7.34375;b1_range=9.25;b2_follow=good
2023-10-16,09:37,10:27,LONG,4388.5000,4399.5000,1.00,11.0000,11.0000,1.0000,550.00,0.000000,50.00,target,strategy=b1b2;target_mult=1.;abr_prev=5.46875;b1_range=10.5;b2_follow=poor
2023-10-24,09:36,09:46,LONG,4272.0000,4261.0000,1.00,11.0000,-11.0000,-1.0000,-550.00,0.000000,10.00,stop,strategy=b1b2;target_mult=1.;abr_prev=5.4375;b1_range=10.5;b2_follow=good
2023-10-25,09:35,09:46,SHORT,4246.0000,4230.5000,1.00,7.7500,15.5000,2.0000,775.00,0.000000,11.00,target,strategy=b1b2;target_mult=2.;abr_prev=7.40625;b1_range=7.25;b2_follow=good
2023-10-30,09:35,10:02,LONG,4173.7500,4173.7500,1.00,8.5000,0.0000,0.0000,0.00,0.000000,27.00,stop,strategy=b1b2;target_mult=2.;abr_prev=5.46875;b1_range=8.;b2_follow=good
2023-11-08,09:35,10:01,LONG,4406.0000,4400.2500,1.00,5.7500,-5.7500,-1.0000,-287.50,0.000000,26.00,stop,strategy=b1b2;target_mult=1.;abr_prev=3.4375;b1_range=5.25;b2_follow=poor
2023-11-09,09:35,09:53,SHORT,4401.2500,4401.2500,1.00,8.5000,0.0000,0.0000,0.00,0.000000,18.00,stop,strategy=b1b2;target_mult=1.;abr_prev=3.375;b1_range=8.;b2_follow=good
2023-11-10,09:35,09:44,SHORT,4376.0000,4384.2500,1.00,8.2500,-8.2500,-1.0000,-412.50,0.000000,9.00,stop,strategy=b1b2;target_mult=1.;abr_prev=3.40625;b1_range=7.75;b2_follow=poor
2023-11-13,09:35,10:46,SHORT,4411.0000,4419.5000,1.00,8.5000,-8.5000,-1.0000,-425.00,0.000000,71.00,stop,strategy=b1b2;target_mult=1.;abr_prev=3.40625;b1_range=8.;b2_follow=good
2023-11-15,09:37,09:41,LONG,4529.7500,4523.2500,1.00,6.5000,-6.5000,-1.0000,-325.00,0.000000,4.00,stop,strategy=b1b2;target_mult=1.;abr_prev=4.15625;b1_range=6.;b2_follow=poor
2023-12-19,09:37,09:56,LONG,4802.5000,4808.7500,1.00,6.2500,6.2500,1.0000,312.50,0.000000,19.00,target,strategy=b1b2;target_mult=1.;abr_prev=2.84375;b1_range=5.75;b2_follow=good
2023-12-26,09:38,10:51,LONG,4814.5000,4814.5000,1.00,6.7500,0.0000,0.0000,0.00,0.000000,73.00,stop,strategy=b1b2;target_mult=1.;abr_prev=4.1875;b1_range=6.25;b2_follow=poor
2023-12-27,09:42,10:14,LONG,4827.2500,4820.0000,1.00,7.2500,-7.2500,-1.0000,-362.50,0.000000,32.00,stop,strategy=b1b2;target_mult=1.;abr_prev=3.15625;b1_range=6.75;b2_follow=good
2023-12-29,09:35,10:34,LONG,4832.5000,4826.7500,1.00,5.7500,-5.7500,-1.0000,-287.50,0.000000,59.00,stop,strategy=b1b2;target_mult=1.;abr_prev=3.4375;b1_range=5.25;b2_follow=good
2024-01-04,09:38,10:13,LONG,4747.7500,4758.0000,1.00,10.2500,10.2500,1.0000,512.50,0.000000,35.00,target,strategy=b1b2;target_mult=1.;abr_prev=4.5625;b1_range=9.75;b2_follow=good
2024-01-22,09:35,10:32,LONG,4894.7500,4884.7500,1.00,10.0000,-10.0000,-1.0000,-500.00,0.000000,57.00,stop,strategy=b1b2;target_mult=1.;abr_prev=3.84375;b1_range=9.5;b2_follow=good
2024-01-30,09:35,10:01,LONG,4952.0000,4945.7500,1.00,6.2500,-6.2500,-1.0000,-312.50,0.000000,26.00,stop,strategy=b1b2;target_mult=1.;abr_prev=4.1875;b1_range=5.75;b2_follow=poor
2024-02-01,09:35,10:00,LONG,4892.7500,4882.0000,1.00,10.7500,-10.7500,-1.0000,-537.50,0.000000,25.00,stop,strategy=b1b2;target_mult=1.;abr_prev=6.1875;b1_range=10.25;b2_follow=poor
2024-02-23,09:42,10:30,LONG,5120.7500,5112.5000,1.00,8.2500,-8.2500,-1.0000,-412.50,0.000000,48.00,stop,strategy=b1b2;target_mult=1.;abr_prev=4.4375;b1_range=7.75;b2_follow=poor
2024-02-26,09:35,09:44,LONG,5107.7500,5102.0000,1.00,5.7500,-5.7500,-1.0000,-287.50,0.000000,9.00,stop,strategy=b1b2;target_mult=1.;abr_prev=3.90625;b1_range=5.25;b2_follow=poor
2024-02-27,09:35,09:57,SHORT,5081.2500,5081.2500,1.00,6.0000,0.0000,0.0000,0.00,0.000000,22.00,stop,strategy=b1b2;target_mult=2.;abr_prev=3.84375;b1_range=5.5;b2_follow=good
2024-03-05,09:35,10:00,SHORT,5111.7500,5117.7500,1.00,6.0000,-6.0000,-1.0000,-300.00,0.000000,25.00,stop,strategy=b1b2;target_mult=1.;abr_prev=4.125;b1_range=5.5;b2_follow=poor
2024-03-08,09:35,09:47,LONG,5173.0000,5183.0000,1.00,10.0000,10.0000,1.0000,500.00,0.000000,12.00,target,strategy=b1b2;target_mult=1.;abr_prev=4.1875;b1_range=9.5;b2_follow=poor
2024-03-12,09:35,09:37,SHORT,5137.7500,5127.7500,1.00,10.0000,10.0000,1.0000,500.00,0.000000,2.00,target,strategy=b1b2;target_mult=1.;abr_prev=5.28125;b1_range=9.5;b2_follow=good
2024-03-27,09:36,09:56,SHORT,5289.2500,5284.2500,1.00,5.0000,5.0000,1.0000,250.00,0.000000,20.00,target,strategy=b1b2;target_mult=1.;abr_prev=4.53125;b1_range=4.5;b2_follow=poor
2024-04-09,09:35,09:49,SHORT,5267.0000,5259.5000,1.00,7.5000,7.5000,1.0000,375.00,0.000000,14.00,target,strategy=b1b2;target_mult=1.;abr_prev=4.375;b1_range=7.;b2_follow=poor
2024-04-17,09:35,09:47,SHORT,5111.0000,5118.2500,1.00,7.2500,-7.2500,-1.0000,-362.50,0.000000,12.00,stop,strategy=b1b2;target_mult=1.;abr_prev=6.875;b1_range=6.75;b2_follow=poor
2024-04-18,09:35,09:49,SHORT,5064.2500,5064.2500,1.00,10.7500,0.0000,0.0000,0.00,0.000000,14.00,stop,strategy=b1b2;target_mult=2.;abr_prev=7.375;b1_range=10.25;b2_follow=good
2024-04-22,09:35,10:01,SHORT,5023.2500,5033.0000,1.00,9.7500,-9.7500,-1.0000,-487.50,0.000000,26.00,stop,strategy=b1b2;target_mult=1.;abr_prev=6.96875;b1_range=9.25;b2_follow=poor
2024-05-02,09:35,10:09,SHORT,5072.2500,5038.7500,1.00,16.7500,33.5000,2.0000,1675.00,0.000000,34.00,target,strategy=b1b2;target_mult=2.;abr_prev=13.46875;b1_range=16.25;b2_follow=good
2024-05-08,09:36,09:56,LONG,5197.7500,5204.5000,1.00,6.7500,6.7500,1.0000,337.50,0.000000,20.00,target,strategy=b1b2;target_mult=1.;abr_prev=3.59375;b1_range=6.25;b2_follow=good
2024-05-15,09:35,09:49,LONG,5300.7500,5292.0000,1.00,8.7500,-8.7500,-1.0000,-437.50,0.000000,14.00,stop,strategy=b1b2;target_mult=1.;abr_prev=3.6875;b1_range=8.25;b2_follow=poor
2024-05-22,09:43,11:07,LONG,5341.0000,5345.0000,1.00,4.0000,4.0000,1.0000,200.00,0.000000,84.00,target,strategy=b1b2;target_mult=1.;abr_prev=3.09375;b1_range=3.5;b2_follow=poor
2024-06-03,09:36,09:55,SHORT,5307.5000,5301.5000,1.00,6.0000,6.0000,1.0000,300.00,0.000000,19.00,target,strategy=b1b2;target_mult=1.;abr_prev=11.375;b1_range=5.5;b2_follow=poor
2024-06-05,09:36,09:52,SHORT,5320.7500,5320.7500,1.00,7.5000,0.0000,0.0000,0.00,0.000000,16.00,stop,strategy=b1b2;target_mult=2.;abr_prev=5.34375;b1_range=7.;b2_follow=good
2024-06-11,09:35,09:47,SHORT,5348.0000,5340.0000,1.00,8.0000,8.0000,1.0000,400.00,0.000000,12.00,target,strategy=b1b2;target_mult=1.;abr_prev=4.40625;b1_range=7.5;b2_follow=good
2024-06-13,09:35,10:12,SHORT,5436.5000,5428.0000,1.00,8.5000,8.5000,1.0000,425.00,0.000000,37.00,target,strategy=b1b2;target_mult=1.;abr_prev=8.875;b1_range=8.;b2_follow=poor
2024-06-14,09:35,10:02,LONG,5422.0000,5416.2500,1.00,5.7500,-5.7500,-1.0000,-287.50,0.000000,27.00,stop,strategy=b1b2;target_mult=2.;abr_prev=4.21875;b1_range=5.25;b2_follow=good
2024-06-25,09:37,10:13,SHORT,5521.0000,5528.5000,1.00,7.5000,-7.5000,-1.0000,-375.00,0.000000,36.00,stop,strategy=b1b2;target_mult=2.;abr_prev=5.3125;b1_range=7.;b2_follow=good
2024-07-08,09:48,10:20,LONG,5636.2500,5627.5000,1.00,8.7500,-8.7500,-1.0000,-437.50,0.000000,32.00,stop,strategy=b1b2;target_mult=1.;abr_prev=3.375;b1_range=8.25;b2_follow=poor
2024-07-09,09:35,10:25,LONG,5640.2500,5634.0000,1.00,6.2500,-6.2500,-1.0000,-312.50,0.000000,50.00,stop,strategy=b1b2;target_mult=1.;abr_prev=3.09375;b1_range=5.75;b2_follow=poor
2024-07-15,09:35,09:43,LONG,5693.0000,5693.0000,1.00,4.5000,0.0000,0.0000,0.00,0.000000,8.00,stop,strategy=b1b2;target_mult=2.;abr_prev=9.03125;b1_range=4.;b2_follow=good
2024-07-16,09:38,10:02,LONG,5703.0000,5696.5000,1.00,6.5000,-6.5000,-1.0000,-325.00,0.000000,24.00,stop,strategy=b1b2;target_mult=2.;abr_prev=7.625;b1_range=6.;b2_follow=good
2024-07-25,09:35,10:08,SHORT,5463.0000,5440.0000,1.00,11.5000,23.0000,2.0000,1150.00,0.000000,33.00,target,strategy=b1b2;target_mult=2.;abr_prev=8.59375;b1_range=11.;b2_follow=good
2024-07-29,09:36,09:45,SHORT,5502.0000,5517.0000,1.00,15.0000,-15.0000,-1.0000,-750.00,0.000000,9.00,stop,strategy=b1b2;target_mult=1.;abr_prev=9.03125;b1_range=14.5;b2_follow=poor
2024-08-01,09:38,09:45,LONG,5588.2500,5600.5000,1.00,12.2500,12.2500,1.0000,612.50,0.000000,7.00,target,strategy=b1b2;target_mult=1.;abr_prev=14.34375;b1_range=11.75;b2_follow=poor
2024-08-13,09:45,11:48,LONG,5415.5000,5429.7500,1.00,14.2500,14.2500,1.0000,712.50,0.000000,123.00,target,strategy=b1b2;target_mult=1.;abr_prev=6.65625;b1_range=13.75;b2_follow=poor
2024-08-14,09:35,10:11,SHORT,5459.5000,5448.5000,1.00,11.0000,11.0000,1.0000,550.00,0.000000,36.00,target,strategy=b1b2;target_mult=1.;abr_prev=5.8125;b1_range=10.5;b2_follow=poor
2024-08-30,09:37,09:50,LONG,5637.7500,5628.0000,1.00,9.7500,-9.7500,-1.0000,-487.50,0.000000,13.00,stop,strategy=b1b2;target_mult=2.;abr_prev=8.21875;b1_range=9.25;b2_follow=good
2024-09-04,09:35,10:17,LONG,5535.2500,5535.2500,1.00,14.7500,0.0000,0.0000,0.00,0.000000,42.00,stop,strategy=b1b2;target_mult=1.;abr_prev=9.03125;b1_range=14.25;b2_follow=poor
2024-09-13,09:35,10:00,LONG,5614.5000,5614.5000,1.00,9.7500,0.0000,0.0000,0.00,0.000000,25.00,stop,strategy=b1b2;target_mult=1.;abr_prev=5.75;b1_range=9.25;b2_follow=good
2024-09-30,09:36,10:25,LONG,5788.7500,5779.7500,1.00,9.0000,-9.0000,-1.0000,-450.00,0.000000,49.00,stop,strategy=b1b2;target_mult=1.;abr_prev=3.8125;b1_range=8.5;b2_follow=good
2024-10-02,09:38,09:47,SHORT,5737.0000,5737.0000,1.00,13.7500,0.0000,0.0000,0.00,0.000000,9.00,stop,strategy=b1b2;target_mult=1.;abr_prev=5.9375;b1_range=13.25;b2_follow=good
2024-10-03,09:35,09:40,LONG,5752.5000,5742.5000,1.00,10.0000,-10.0000,-1.0000,-500.00,0.000000,5.00,stop,strategy=b1b2;target_mult=1.;abr_prev=3.8125;b1_range=9.5;b2_follow=poor
2024-10-08,09:35,09:54,SHORT,5764.5000,5773.7500,1.00,9.2500,-9.2500,-1.0000,-462.50,0.000000,19.00,stop,strategy=b1b2;target_mult=2.;abr_prev=6.625;b1_range=8.75;b2_follow=good
2024-10-24,09:43,11:47,SHORT,5846.5000,5835.0000,1.00,11.5000,11.5000,1.0000,575.00,0.000000,124.00,target,strategy=b1b2;target_mult=1.;abr_prev=4.90625;b1_range=11.;b2_follow=poor
2024-11-01,09:38,10:29,LONG,5771.2500,5803.2500,1.00,16.0000,32.0000,2.0000,1600.00,0.000000,51.00,target,strategy=b1b2;target_mult=2.;abr_prev=12.15625;b1_range=15.5;b2_follow=good
2024-11-04,09:35,10:00,SHORT,5747.5000,5761.7500,1.00,14.2500,-14.2500,-1.0000,-712.50,0.000000,25.00,stop,strategy=b1b2;target_mult=1.;abr_prev=5.75;b1_range=13.75;b2_follow=good
2024-11-26,09:35,09:41,LONG,6024.7500,6017.0000,1.00,7.7500,-7.7500,-1.0000,-387.50,0.000000,6.00,stop,strategy=b1b2;target_mult=1.;abr_prev=4.71875;b1_range=7.25;b2_follow=poor
2024-11-28,09:50,11:01,LONG,6028.2500,6032.0000,1.00,3.7500,3.7500,1.0000,187.50,0.000000,71.00,target,strategy=b1b2;target_mult=1.;abr_prev=3.40625;b1_range=3.25;b2_follow=poor
2025-01-07,09:35,09:44,SHORT,6036.7500,6036.7500,1.00,9.0000,0.0000,0.0000,0.00,0.000000,9.00,stop,strategy=b1b2;target_mult=2.;abr_prev=7.40625;b1_range=8.5;b2_follow=good
2025-02-10,09:35,09:46,SHORT,6074.5000,6074.5000,1.00,7.7500,0.0000,0.0000,0.00,0.000000,11.00,stop,strategy=b1b2;target_mult=1.;abr_prev=4.21875;b1_range=7.25;b2_follow=good
2025-02-11,09:35,10:40,LONG,6073.7500,6083.7500,1.00,10.0000,10.0000,1.0000,500.00,0.000000,65.00,target,strategy=b1b2;target_mult=1.;abr_prev=4.125;b1_range=9.5;b2_follow=good
2025-02-17,09:35,11:15,SHORT,6139.5000,6144.2500,1.00,4.7500,-4.7500,-1.0000,-237.50,0.000000,100.00,stop,strategy=b1b2;target_mult=2.;abr_prev=4.3125;b1_range=4.25;b2_follow=good
2025-02-20,09:43,09:44,SHORT,6144.2500,6138.2500,1.00,6.0000,6.0000,1.0000,300.00,0.000000,1.00,target,strategy=b1b2;target_mult=1.;abr_prev=4.4375;b1_range=5.5;b2_follow=poor
2025-03-05,09:35,09:47,LONG,5797.2500,5797.2500,1.00,13.5000,0.0000,0.0000,0.00,0.000000,12.00,stop,strategy=b1b2;target_mult=2.;abr_prev=19.15625;b1_range=13.;b2_follow=good
2025-03-07,09:35,09:47,LONG,5745.5000,5766.7500,1.00,21.2500,21.2500,1.0000,1062.50,0.000000,12.00,target,strategy=b1b2;target_mult=1.;abr_prev=10.75;b1_range=20.75;b2_follow=poor
2025-03-17,09:35,09:50,LONG,5654.5000,5654.5000,1.00,22.0000,0.0000,0.0000,0.00,0.000000,15.00,stop,strategy=b1b2;target_mult=1.;abr_prev=8.71875;b1_range=21.5;b2_follow=good
2025-03-18,09:35,09:39,SHORT,5648.2500,5637.0000,1.00,11.2500,11.2500,1.0000,562.50,0.000000,4.00,target,strategy=b1b2;target_mult=1.;abr_prev=6.3125;b1_range=10.75;b2_follow=good
